vaalipiiri;id;sukunimi;etunimi;puolue;ikä;sukupuoli;Ammatti;Koulutus;Talousoikeistolaisuus;Nationalismikonservatiivisuus;Arvoliberaalius;Segmentit
06 Hämeen vaalipiiri;5334;Portin;Ismo;Suomen Kristillisdemokraatit (KD);53;M;hallintopäällikkö;ammattitutkinto; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5427;Pulkkinen;Jari;Suomen Kristillisdemokraatit (KD);55;M;Päihde/kuntoutusohjaaja, vastaava ohjaaja;ammattitutkinto;,144410063354323;,0688553419772535;-,890685093109997;1
10 Vaasan vaalipiiri;5556;Punto;Ida Anna-Liisa;Suomen Kristillisdemokraatit (KD);37;F; ; ;,288054372396024;-,836619431504178;-1,38089692761653;1
11 Keski-Suomen vaalipiiri;4180;Puolimatka;Mia;Suomen Kristillisdemokraatit (KD);44;F;KT, erityisopettaja, tietokirjailija, omaishoitaja;korkeakoulututkinto;,0682827978443861;,801809616959059;-1,1868195566147;2
07 Pirkanmaan vaalipiiri;5405;Pursiainen;Sirpa;Suomen Kristillisdemokraatit (KD);35;F;YTM, Sosiaali- ja terveysalan opettaja;korkeakoulututkinto;,264917947885427;,985210538225002;-1,43524787087098;2
12 Oulun vaalipiiri;6198;Pyörälä;Paavo;Suomen Kristillisdemokraatit (KD);0;M; ; ; ; ; ; 
06 Hämeen vaalipiiri;4907;Pöhö;Mirja;Suomen Kristillisdemokraatit (KD);65;F;talous- ja hallintojohtaja, KTM;korkeakoulututkinto;,46067078760458;-,00525301233148788;-1,02607563958702;1
08 Kaakkois-Suomen vaalipiiri;6023;Rantalainen;Juha;Suomen Kristillisdemokraatit (KD);65;M;lääkäri ja lehtori;korkeakoulututkinto;-,468662886096047;-1,25967804591213;-1,74050668429143;5
10 Vaasan vaalipiiri;5033;Rantanen;Kimmo;Suomen Kristillisdemokraatit (KD);53;M;rehtori;korkeakoulututkinto;,302998057225149;,491219911417743;-1,50001283011907;1
07 Pirkanmaan vaalipiiri;4241;Rauhala;Leena;Suomen Kristillisdemokraatit (KD);73;F;kansanedustaja;korkeakoulututkinto;-,204675959062436;,355513144216571;-1,20082360614317;1
07 Pirkanmaan vaalipiiri;4614;Raunio;Pirjo;Suomen Kristillisdemokraatit (KD);48;F;koulutuspäällikkö;korkeakoulututkinto;,331674286558781;-,38179115729098;-1,6686564825372;1
03 Varsinais-Suomen vaalipiiri;5126;Rawstorne;Meri;Suomen Kristillisdemokraatit (KD);44;F;luonkanopettaja;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;6170;Richter;Juha;Suomen Kristillisdemokraatit (KD);30;M;lääkäri;korkeakoulututkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5342;Riikonen;Teuvo V.;Suomen Kristillisdemokraatit (KD);54;M;Toiminnanjohtaja;korkeakoulututkinto;,471729623345475;-,709279128149985;-1,88707762315477;1
02 Uudenmaan vaalipiiri;4964;Ronkainen;Petri;Suomen Kristillisdemokraatit (KD);50;M;Automaatioteknikko - 88;joku muu;,59312002553419;,267117107544964;-1,48504275516561;1
01 Helsingin vaalipiiri;4418;Ronkainen;Remo;Suomen Kristillisdemokraatit (KD);25;M; ;korkeakoulututkinto;,907245171830221;,325717439329107;-,458374831338344;1
03 Varsinais-Suomen vaalipiiri;5933;Roth;Lilja;Suomen Kristillisdemokraatit (KD);0;F; ; ; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;4166;Ruhanen;Esa;Suomen Kristillisdemokraatit (KD);29;M;Maaseutuyrittäjä;ammattitutkinto;,0310284321171538;,74564867706412;-1,60206583027129;2
08 Kaakkois-Suomen vaalipiiri;4532;Ryösö;Hilla;Suomen Kristillisdemokraatit (KD);20;F;4h-yrittäjä;ylioppilas;,170094053624224;-,532098285366793;-1,02237128543123;1
06 Hämeen vaalipiiri;5979;Räihä;Timo;Suomen Kristillisdemokraatit (KD);61;M;evankelista / päihdeohjaaja;ammattitutkinto;-,0619129847584759;-,0242886250558296;-,655711471054197;1
07 Pirkanmaan vaalipiiri;4424;Räsänen;Juhani;Suomen Kristillisdemokraatit (KD);64;M;kappalainen;korkeakoulututkinto;,198374034904662;,347290611199208;-,981748666384083;1
06 Hämeen vaalipiiri;5063;Räsänen;Päivi;Suomen Kristillisdemokraatit (KD);55;F;sisäministeri;korkeakoulututkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;4746;Räsänen;Sami;Suomen Kristillisdemokraatit (KD);39;M;Mekaniikka suunnittelija, rakennusmies ja venetaksi;korkeakoulututkinto;1,4330150495555;,0704017628350512;-,910118663777207;6
02 Uudenmaan vaalipiiri;4938;rönkkö;pentti;Suomen Kristillisdemokraatit (KD);57;M;Toimittaja;ylioppilas;-,0738816606854595;-,0294398905975535;-1,13400329333829;1
03 Varsinais-Suomen vaalipiiri;5129;Saarinen;Markku;Suomen Kristillisdemokraatit (KD);0;M;Lastenohjaaja/pienyrittäjä;peruskoulu;,146810219093277;,480801816248525;-1,1358720908376;1
03 Varsinais-Suomen vaalipiiri;5934;Salo;Jarmo;Suomen Kristillisdemokraatit (KD);43;M;Opettaja;korkeakoulututkinto; ; ; ; 
10 Vaasan vaalipiiri;4391;Salo;Mauri;Suomen Kristillisdemokraatit (KD);62;M;yrittäjä;peruskoulu;,531686876483346;,07177672809433;-1,29587399324824;1
06 Hämeen vaalipiiri;5773;Salo;Tuomas;Suomen Kristillisdemokraatit (KD);31;M;eduskunta-avustaja;korkeakoulututkinto;,801277234334957;,035582692091656;-1,57719418173842;1
01 Helsingin vaalipiiri;6169;Samppala;Seppo;Suomen Kristillisdemokraatit (KD);57;M;opettaja;korkeakoulututkinto; ; ; ; 
03 Varsinais-Suomen vaalipiiri;4625;Seitz;Elina;Suomen Kristillisdemokraatit (KD);37;F;vt. sosiaalityöntekijä;korkeakoulututkinto;,489332563763819;,0160161564488869;-,187088622357912;1
07 Pirkanmaan vaalipiiri;5741;Setälä;Mika;Suomen Kristillisdemokraatit (KD);47;M;lehtori;korkeakoulututkinto;,349377433360933;-,400792808612579;-1,01414016080467;1
03 Varsinais-Suomen vaalipiiri;4189;Shelby;Jaana;Suomen Kristillisdemokraatit (KD);55;F;Kääntäjä;ylioppilas;,533249085375511;-,919359026460971;-,496825046328645;1
02 Uudenmaan vaalipiiri;4490;Silvennoinen;Birgitta;Suomen Kristillisdemokraatit (KD);59;F;toimittaja;joku muu;,631993841417786;-,390926168581768;-1,28258638460593;1
09 Savo-Karjalan vaalipiiri;4628;Silvennoinen;Maija;Suomen Kristillisdemokraatit (KD);36;F;Sosiaalialan ohjaaja;ammattitutkinto;,191882670079682;-,180133591021054;-2,20894127872599;1
01 Helsingin vaalipiiri;5411;Simi-Kim;Päivi;Suomen Kristillisdemokraatit (KD);36;F;Tiedottaja;korkeakoulututkinto;-,076443121477815;-,479287334224529;-,624037950531654;1
12 Oulun vaalipiiri;5157;Similä;Kai;Suomen Kristillisdemokraatit (KD);52;M;luokanopettaja;korkeakoulututkinto;-,359054449734571;-,298468748735479;-1,72980719595649;1
01 Helsingin vaalipiiri;4155;Simojoki;Hanna-Kaisa;Suomen Kristillisdemokraatit (KD);38;F;YTM, yrittäjä, tohtorikoulutettava;korkeakoulututkinto;,980876163407021;,287524291997629;-,691383951553659;1
11 Keski-Suomen vaalipiiri;6083;Sipilä;Rami;Suomen Kristillisdemokraatit (KD);43;M;Teknisen työn opettaja;korkeakoulututkinto;,393922937075129;-,411241576501677;-2,21217638616113;1
07 Pirkanmaan vaalipiiri;4309;Sipilä;Satu;Suomen Kristillisdemokraatit (KD);58;F;Anestesiasairaanhoitaja;joku muu; ; ; ; 
04 Satakunnan vaalipiiri;6228;Sjöholm;Olli;Suomen Kristillisdemokraatit (KD);32;M; ; ;,429467579467773;,685685159825114;-,947196523839154;1
02 Uudenmaan vaalipiiri;4307;Suuronen;Janne;Suomen Kristillisdemokraatit (KD);48;M;Toimittajahallintapäällikkö;joku muu; ; ; ; 
04 Satakunnan vaalipiiri;4415;Söderbacka;Sari;Suomen Kristillisdemokraatit (KD);48;F;esikoulun opettaja;korkeakoulututkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;5552;Taivassalo;Milka;Suomen Kristillisdemokraatit (KD);28;F;pääsihteeri;korkeakoulututkinto;,662450794673553;-,489212759692259;-1,95032944985221;1
07 Pirkanmaan vaalipiiri;4840;Tanus;Sari;Suomen Kristillisdemokraatit (KD);51;F;Erikoislääkäri, gynekologi;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5901;Taupila;Reija;Suomen Kristillisdemokraatit (KD);38;F; ; ;,948989539520399;,168735320449079;-1,43182997197326;1
02 Uudenmaan vaalipiiri;4756;Tenhunen;Markku;Suomen Kristillisdemokraatit (KD);60;M;viestintäjohtaja;joku muu;,64878330511937;1,02033397358813;-,974404837246871;1
01 Helsingin vaalipiiri;4178;Tepora;Tuulikki;Suomen Kristillisdemokraatit (KD);0;F;Kasvatustieteen maisteri, luokanopettaja;korkeakoulututkinto;,58304130004315;-,435148023207384;-1,37625641194092;1
04 Satakunnan vaalipiiri;4978;Tervakangas;Mika;Suomen Kristillisdemokraatit (KD);23;M; ;ylioppilas;,292948336571792;-,673948576286346;-1,23227656792846;1
10 Vaasan vaalipiiri;4968;Tikkakoski;Saara;Suomen Kristillisdemokraatit (KD);60;F;erityisopettaja;korkeakoulututkinto;,391634516825677;-,210058579589296;-1,02730408586327;1
06 Hämeen vaalipiiri;4515;Timonen;Kirsi;Suomen Kristillisdemokraatit (KD);50;F;Lääkäri;korkeakoulututkinto;,405892844015073;,439294624977811;-,678600390359645;1
08 Kaakkois-Suomen vaalipiiri;4398;Tiusanen;Kari;Suomen Kristillisdemokraatit (KD);68;M; ;peruskoulu; ; ; ; 
04 Satakunnan vaalipiiri;4352;Torpo;Risto;Suomen Kristillisdemokraatit (KD);71;M; ;korkeakoulututkinto;,3240850950839;-,235831184418644;-1,07956796735702;1
02 Uudenmaan vaalipiiri;4982;Tuomela;Tiina;Suomen Kristillisdemokraatit (KD);54;F;lastentautien erikoislääkäri;korkeakoulututkinto;-,00381310970981558;,476720439303122;-,670797108772219;1
06 Hämeen vaalipiiri;4455;Turja;Teppo;Suomen Kristillisdemokraatit (KD);63;M;yrittäjä;ammattitutkinto; ; ; ; 
10 Vaasan vaalipiiri;4666;Turunen;Kauko;Suomen Kristillisdemokraatit (KD);54;M;Toimitusjohtaja;ammattitutkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;4576;Turunen;Tarja;Suomen Kristillisdemokraatit (KD);34;F;Myyntiassistentti; ;,477311098946875;,682700742762224;-1,61945722371681;2
03 Varsinais-Suomen vaalipiiri;5936;Tynkkynen;Kari;Suomen Kristillisdemokraatit (KD);49;M;Lähetystyöntekijä; ;,102246885152956;,0190476454455618;-,936195697612499;1
04 Satakunnan vaalipiiri;4160;Vainila;Johanna;Suomen Kristillisdemokraatit (KD);30;F;Lastentarhanopettaja/KK;korkeakoulututkinto;-,0644201880786399;,632067783836046;-1,03200439739402;1
03 Varsinais-Suomen vaalipiiri;4202;Vallittu;Pertti;Suomen Kristillisdemokraatit (KD);55;M;Pastori, nuorisotyöntekijä;ammattitutkinto;,455191342888467;,308357972270253;-1,4348351141993;1
04 Satakunnan vaalipiiri;5110;Vepsäläinen;Tuula;Suomen Kristillisdemokraatit (KD);60;F;Lähihoitaja, floristi;ammattitutkinto; ; ; ; 
12 Oulun vaalipiiri;5004;Vihanto;Markku;Suomen Kristillisdemokraatit (KD);71;M;toimitusjohtaja;korkeakoulututkinto;-,30056849854249;-,255468151804247;,186455449754188;4
03 Varsinais-Suomen vaalipiiri;5658;Viherlampi;Jari;Suomen Kristillisdemokraatit (KD);55;M;Kiinteistönvälittäjä;ammattitutkinto;,205897167955692;-,215320908317023;-1,30727957444693;1
11 Keski-Suomen vaalipiiri;5443;Visakorpi;Marika;Suomen Kristillisdemokraatit (KD);45;F;kihlakunnansyyttäjä;korkeakoulututkinto;,191405791305502;,397220571176494;-1,36661802038993;1
04 Satakunnan vaalipiiri;4801;Vähäkainu;Johanna;Suomen Kristillisdemokraatit (KD);28;F;Sairaanhoitaja AMK;korkeakoulututkinto; ; ; ; 
03 Varsinais-Suomen vaalipiiri;4637;WestergÃ¥rd;HÃ¥kan;Suomen Kristillisdemokraatit (KD);67;M;Mediavaikuttaja, Pastori; ;,408549448233962;-,195965593867643;-,685624031185744;1
11 Keski-Suomen vaalipiiri;5361;Wilkman;Tuomas;Suomen Kristillisdemokraatit (KD);36;M;Vanhempi konstaapeli;ylioppilas;-,9591815903877;,35942766963569;-1,55690415941582;5
10 Vaasan vaalipiiri;6066;Ylä-Pöntinen;Tanja;Suomen Kristillisdemokraatit (KD);36;F;Erityisopettaja;korkeakoulututkinto;,117932886877496;-,429156931968518;-1,31368887079668;1
02 Uudenmaan vaalipiiri;5914;Zakarian;Lala;Suomen Kristillisdemokraatit (KD);0;F; ; ; ; ; ; 
10 Vaasan vaalipiiri;4815;Ã–stman;Peter;Suomen Kristillisdemokraatit (KD);53;M;Kansanedustaja; ;,916984288156271;,226365476103917;-1,1090430980197;1
02 Uudenmaan vaalipiiri;4600;Abrahamsson;Anna;Suomen ruotsalainen kansanpuolue;25;F;Erityisavustaja Euroopan parlamentissa;korkeakoulututkinto;,497738404778096;-1,3295140184897;,57112261812525;4
02 Uudenmaan vaalipiiri;4991;Adlercreutz;Anders;Suomen ruotsalainen kansanpuolue;44;M;arkkitehti;korkeakoulututkinto;,422555577127103;-1,43349843036214;-,217149516076571;4
02 Uudenmaan vaalipiiri;4873;af Hällström;Nina;Suomen ruotsalainen kansanpuolue;51;F;Toiminnanjohtaja;korkeakoulututkinto; ; ; ; 
10 Vaasan vaalipiiri;4445;Ahlberg;Rurik;Suomen ruotsalainen kansanpuolue;42;M;Kunnanjohtaja.;korkeakoulututkinto;1,04172117789461;-1,41019469731387;-1,07537332042779;6
02 Uudenmaan vaalipiiri;5841;Aintila;Anna;Suomen ruotsalainen kansanpuolue;47;F;Hammaslääkäri;korkeakoulututkinto;,649118442646918;-1,33684546063998;-,650082972964612;1
01 Helsingin vaalipiiri;5870;Anderson;Nicholas;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;4692;Andersson;Niklas;Suomen ruotsalainen kansanpuolue;36;M;Metsätalousinsinööri;korkeakoulututkinto;,702884821350302;-1,02888854581809;-1,27183664378298;1
02 Uudenmaan vaalipiiri;5803;Andersson;Otto;Suomen ruotsalainen kansanpuolue;31;M;Oikeusministerin erityisavustaja;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;4626;Bender;Ann-Katrin;Suomen ruotsalainen kansanpuolue;26;F;Pääsihteeri;korkeakoulututkinto;,615143918670956;-1,20676189129229;-,143882664667116;1
10 Vaasan vaalipiiri;4753;Bertills;Anna;Suomen ruotsalainen kansanpuolue;35;F;Toimitusjohtaja; ;,237973426487495;-1,25377036212718;-,832177809562567;5
01 Helsingin vaalipiiri;6179;Biaudet;Eva;Suomen ruotsalainen kansanpuolue;54;F;Yhdenvertaisuusvaltuutettu; ;,0940456714047532;-1,4405506189405;-,517103891204776;4
10 Vaasan vaalipiiri;4382;Björklund;Mikaela;Suomen ruotsalainen kansanpuolue;41;F;universitetslärare;korkeakoulututkinto;,474251024387508;-1,23763772973299;-1,13976391664311;1
02 Uudenmaan vaalipiiri;4971;Björklöf;Filip;Suomen ruotsalainen kansanpuolue;23;M;Kauppatieteiden opiskelija;ylioppilas; ; ; ; 
10 Vaasan vaalipiiri;5119;Blomqvist;Anna-Kajsa;Suomen ruotsalainen kansanpuolue;26;F;verksamhetsledare;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5600;Blomqvist;Elin;Suomen ruotsalainen kansanpuolue;27;F;Kansainvälisten edunvalvonta- asioiden asiantuntija;korkeakoulututkinto;1,04342218905363;-1,44623764386077;-,0424376880545618;4
02 Uudenmaan vaalipiiri;5672;Blomqvist;Thomas;Suomen ruotsalainen kansanpuolue;50;M;Kansanedustaja, maanviljelijä;ylioppilas; ; ; ; 
10 Vaasan vaalipiiri;6062;Blomstedt;Ã…sa;Suomen ruotsalainen kansanpuolue;0;F; ; ; ; ; ; 
01 Helsingin vaalipiiri;5393;BorgarsdÃ³ttir Sandelin;Silja;Suomen ruotsalainen kansanpuolue;30;F;valtiotieteiden maisteri;korkeakoulututkinto;,611188431270083;-1,27705351675542;,45117146826411;4
12 Oulun vaalipiiri;4921;Brantberg;Robert;Suomen ruotsalainen kansanpuolue;64;M;Kirjailija;ylioppilas;-1,0491904436285;-1,43108302633828;1,52805690621851;3
01 Helsingin vaalipiiri;5382;Dahlblom;Christina;Suomen ruotsalainen kansanpuolue;36;F;Yrittäjä, toimitusjohtaja, konsultti;korkeakoulututkinto;1,42825381947259;-,922317701780333;-,680939551828331;6
01 Helsingin vaalipiiri;4157;Ehrnrooth;Cecilia;Suomen ruotsalainen kansanpuolue;42;F;henkilöstöpäällikkö;korkeakoulututkinto;,175896994363368;-,307450545736965;-,509935243376217;1
01 Helsingin vaalipiiri;4929;Ekman;Johan;Suomen ruotsalainen kansanpuolue;31;M;Kansanedustajan avustaja; ;,277378550476021;-1,43227325154716;,209124602388826;4
02 Uudenmaan vaalipiiri;4171;Elfgren;Thomas;Suomen ruotsalainen kansanpuolue;60;M;Rikosylikomisario;ammattitutkinto; ; ; ; 
01 Helsingin vaalipiiri;5532;Ellenberg;Benjamin;Suomen ruotsalainen kansanpuolue;22;M;Valtiotieteiden ylioppilas, viestintäkonsultti;ylioppilas;1,07293723994943;-,833158937991711;1,21382477719462;4
02 Uudenmaan vaalipiiri;4863;Eriksson;Mikael;Suomen ruotsalainen kansanpuolue;48;M;Rektor;korkeakoulututkinto;,35675560821208;-1,55823287678171;-,111595262808174;4
10 Vaasan vaalipiiri;4995;FlÃ©n;Elli;Suomen ruotsalainen kansanpuolue;40;F;viestintäkonsultti;korkeakoulututkinto;1,73599385215943;-1,39755606421017;-,615880442645133;6
12 Oulun vaalipiiri;4219;Fredriksson;Tiina;Suomen ruotsalainen kansanpuolue;47;F;Englannin ja ruotsin kielen lehtori;korkeakoulututkinto;,73084664639842;-,509424637650246;-,203865423523712;1
13 Lapin vaalipiiri;6164;gaup-juuso;andte;Suomen ruotsalainen kansanpuolue;23;M;elinkeinoyrittäjä; ; ; ; ; 
01 Helsingin vaalipiiri;5823;Gayer;Patrik;Suomen ruotsalainen kansanpuolue;28;M;Ministerin erityisavustaja;korkeakoulututkinto;2,3315304822304;-,666993274485212;-,161714862325298;6
01 Helsingin vaalipiiri;4300;Granberg-Haakana;"Charlotte ""Lotte""";Suomen ruotsalainen kansanpuolue;37;F;Apuraha-asiamies;korkeakoulututkinto;,846180351885845;-1,34093690756394;,00469085562048462;4
01 Helsingin vaalipiiri;5884;GrandÃ©n;Ira;Suomen ruotsalainen kansanpuolue;0;F; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;5366;Grönroos;Niklas;Suomen ruotsalainen kansanpuolue;50;M;Toiminnanjohtaja, yrittäjä;ammattitutkinto;,29668074321003;-1,24988305021431;,131870604488349;4
10 Vaasan vaalipiiri;6059;Gästgivars;Lars-Erik;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;5908;Haglund;Carl;Suomen ruotsalainen kansanpuolue;36;M;Puolustusministeri, puolueen puheenjohtaja;korkeakoulututkinto;,974323177492344;-1,25554911217977;-,267921684411664;6
01 Helsingin vaalipiiri;5765;Hassan;Ahmed;Suomen ruotsalainen kansanpuolue;30;M; ; ;,139953699581814;-1,43896408601187;-,736422305801772;1
02 Uudenmaan vaalipiiri;5889;Hatam;Midiya Zahir;Suomen ruotsalainen kansanpuolue;0;F; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;4875;Heir;Björn;Suomen ruotsalainen kansanpuolue;52;M;DI, liikkeenjohdon konsultti;korkeakoulututkinto;1,38989949206189;-,988559760634299;-,355135077190152;6
10 Vaasan vaalipiiri;4622;Henriksson;Anna-Maja;Suomen ruotsalainen kansanpuolue;51;F;Oikeusministeri, kansanedustaja,varatuomari;korkeakoulututkinto;,691461567238172;-1,37334491212094;-,82203432267162;1
01 Helsingin vaalipiiri;4642;Hertzberg;Veronica;Suomen ruotsalainen kansanpuolue;51;F;projektinvetäjä;korkeakoulututkinto;-,258557773452313;-1,37407774739348;,0716007125954336;4
12 Oulun vaalipiiri;6191;Hirvelä;Timo;Suomen ruotsalainen kansanpuolue;63;M;Tietotekninen suunnittelija;korkeakoulututkinto;,315258835028908;-,480013294824129;-,471012990401351;1
12 Oulun vaalipiiri;4168;Hoikkaniemi;Marko;Suomen ruotsalainen kansanpuolue;43;M;Aluepäällikkö;korkeakoulututkinto;,814749976125725;-,374893163621004;-,205248335193223;1
12 Oulun vaalipiiri;6192;Hällfors;Pontus;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
10 Vaasan vaalipiiri;5001;Ingo;Christoffer;Suomen ruotsalainen kansanpuolue;20;M;Landsbygdsföretagare, studerar - Tradenom;ammattitutkinto; ; ; ; 
01 Helsingin vaalipiiri;4605;Janzon;Max;Suomen ruotsalainen kansanpuolue;40;M;Ylitarkastaja;korkeakoulututkinto;1,56229360909223;-,431313178278812;-,20229325621865;6
02 Uudenmaan vaalipiiri;4990;Jern;Mikael;Suomen ruotsalainen kansanpuolue;48;M;maanviljelijä;korkeakoulututkinto;,534483307674992;-,505317888086199;-1,24247360169411;1
12 Oulun vaalipiiri;4381;Jouppila;Annika;Suomen ruotsalainen kansanpuolue;42;F;Lastentarhanopettaja;joku muu;-,372230644283409;-,198928101162594;-,050419186172455;5
01 Helsingin vaalipiiri;5180;Jungner-Nordgren;Anna;Suomen ruotsalainen kansanpuolue;40;F;Tiedottaja;korkeakoulututkinto; ; ; ; 
13 Lapin vaalipiiri;6163;Juuso;Tuomas Aslak;Suomen ruotsalainen kansanpuolue;30;M;Korkeampi virkamies;ammattitutkinto;,0778643927121733;-,182691531214906;,0330756679426884;1
02 Uudenmaan vaalipiiri;5890;Kankkonen;Stig;Suomen ruotsalainen kansanpuolue;69;M;Päätoimittaja (eläk.); ; ; ; ; 
02 Uudenmaan vaalipiiri;4677;Karlsson;Patrik;Suomen ruotsalainen kansanpuolue;49;M;skolförestÃ¥ndare;korkeakoulututkinto;,340683039550109;-,271244491766709;-,462892505572799;1
01 Helsingin vaalipiiri;5763;Keskinen;Lotta;Suomen ruotsalainen kansanpuolue;30;F;KTM, VTK, uraohjaaja;korkeakoulututkinto;,579222465476099;-1,18934048058526;,33602031524974;4
12 Oulun vaalipiiri;6090;Klemets;Rami;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
12 Oulun vaalipiiri;6193;Kokkonen;Ulla;Suomen ruotsalainen kansanpuolue;0;F; ; ; ; ; ; 
12 Oulun vaalipiiri;5251;Korhonen;Maire i.;Suomen ruotsalainen kansanpuolue;63;F;KTM, yrittäjä, aikuiskouluttaja;korkeakoulututkinto; ; ; ; 
04 Satakunnan vaalipiiri;5835;Koskinen;Olavi;Suomen ruotsalainen kansanpuolue;71;M;Egen företagare;peruskoulu; ; ; ; 
02 Uudenmaan vaalipiiri;5561;Kujala;Nicholas;Suomen ruotsalainen kansanpuolue;19;M; ;peruskoulu; ; ; ; 
04 Satakunnan vaalipiiri;5263;Kukkasmäki;Juho;Suomen ruotsalainen kansanpuolue;38;M;Kuorma-auton kuljettaja;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;4915;KurtÃ©n;Kjell;Suomen ruotsalainen kansanpuolue;42;M; ;ylioppilas;-,00965927461410005;-1,05388741734561;-,0848611756663147;4
12 Oulun vaalipiiri;6092;Kylmälä;Jyrki;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;4536;Liljeström;Christel;Suomen ruotsalainen kansanpuolue;54;F;Eduskuntasihteeri;joku muu;,37989685794221;-1,42346813783508;-,862982469305723;1
02 Uudenmaan vaalipiiri;4221;LindgÃ¥rd;Stina;Suomen ruotsalainen kansanpuolue;50;F;kirkkoherra,  työnohjaaja;korkeakoulututkinto;-,155432275143823;-1,47395164228923;-1,25869305960142;5
01 Helsingin vaalipiiri;6232;Lindholm;Diana Nyberg;Suomen ruotsalainen kansanpuolue;0; ; ; ; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5682;Lindqvist;Thomas;Suomen ruotsalainen kansanpuolue;25;M;Kauppatieteiden opiskelija ja yrittäjä;ylioppilas;1,7877892634468;-,480581879066487;-,943087072870382;6
02 Uudenmaan vaalipiiri;4997;Ljungqvist;Tanja;Suomen ruotsalainen kansanpuolue;46;F;kulturproducent;korkeakoulututkinto;-,162912811613674;-1,18248909005811;-1,36553653869655;5
10 Vaasan vaalipiiri;6058;Mangs;Carl-Gustav;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;4644;Mannfolk;Niklas;Suomen ruotsalainen kansanpuolue;30;M;Analyytikko;korkeakoulututkinto;1,77648067740196;-1,22977609698108;,38387644555583;6
02 Uudenmaan vaalipiiri;5168;Mether;Cosmo;Suomen ruotsalainen kansanpuolue;22;M; ;ylioppilas;1,58664624403105;-,840193598683582;-,0593857695505775;6
02 Uudenmaan vaalipiiri;5012;Mickos;Christina;Suomen ruotsalainen kansanpuolue;41;F;opettaja;korkeakoulututkinto;,607271025593684;-1,22755504243378;-,69005205096848;1
01 Helsingin vaalipiiri;5215;MÃ¥nsson;Björn;Suomen ruotsalainen kansanpuolue;62;M;toimittaja, kuntapoliitikko;ylioppilas;,058958188189269;-1,45747652923097;,260180113595999;4
12 Oulun vaalipiiri;6194;Mäkinen;Mikko;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
04 Satakunnan vaalipiiri;5420;Numelin;Kristiina;Suomen ruotsalainen kansanpuolue;65;F;Kirjailija;peruskoulu;,32005621070141;-1,44246829406358;-1,00789556075749;4
04 Satakunnan vaalipiiri;5425;Numelin;Lars-Eric;Suomen ruotsalainen kansanpuolue;70;M;Insinööri, maatalousyrittäjä;ammattitutkinto;,850932361650154;-1,15773739146246;-,90735339556703;4
02 Uudenmaan vaalipiiri;5066;Nyberg Lindholm;Diana;Suomen ruotsalainen kansanpuolue;56;F;Verkställande direktör;korkeakoulututkinto;,666728342455883;-1,46930509144997;,984403899591909;4
10 Vaasan vaalipiiri;5722;NygÃ¥rd-Fagerudd;Wivan;Suomen ruotsalainen kansanpuolue;51;F;Musiikin maisteri, toimittaja;korkeakoulututkinto;-,363184765044128;-1,59302688696889;-,917203053719899;5
02 Uudenmaan vaalipiiri;5809;Nylander;Mikaela;Suomen ruotsalainen kansanpuolue;45;F;Riksdagsledamot;ylioppilas;,558596100161805;-1,21643155324363;-,654760706262606;1
10 Vaasan vaalipiiri;5559;Nylund;Mats;Suomen ruotsalainen kansanpuolue;50;M;Kansanedustaja / maanviljelijä;ammattitutkinto;1,58923074990946;-1,45986739681733;-,893869947935681;6
12 Oulun vaalipiiri;5684;Nyman;Tanja;Suomen ruotsalainen kansanpuolue;49;F;Kieltenopettaja;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5919;Näkkäläjärvi;Klemetti;Suomen ruotsalainen kansanpuolue;54;M;saamelaiskäräjien puheenjohtaja 28.3.2015 asti (pyytänyt eroa);korkeakoulututkinto;-,12796206580007;-1,51779657056252;,768199869189672;4
01 Helsingin vaalipiiri;5865;Olkinuora;Hilkka;Suomen ruotsalainen kansanpuolue;0;F; ; ; ; ; ; 
